app,method,path,source_file,request_fields,response_fields,auth,corp_scope,go_evidence
dashboard,GET,/shopCode/index,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/info,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/location,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/pageInfo,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/searchCity,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/share,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/show,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/showContact,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/showShop,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/statistic/employeeCounts,web/legacy/dashboard/src/api/statistic.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/statistic/employees,web/legacy/dashboard/src/api/statistic.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/statistic/employeesTrend,web/legacy/dashboard/src/api/statistic.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/statistic/index,web/legacy/dashboard/src/api/statistic.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/statistic/topList,web/legacy/dashboard/src/api/statistic.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/Task/AutoTag/KeyWordTag,web/legacy/dashboard/src/api/autoTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/task/roomRemind,web/legacy/dashboard/src/api/roomRemind.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/user/index,web/legacy/dashboard/src/api/user.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/user/loginShow,web/legacy/dashboard/src/api/login.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/user/show,web/legacy/dashboard/src/api/user.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContact/index,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContact/lossContact,web/legacy/dashboard/src/api/lossContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContact/show,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContact/source,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContact/track,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContactRoom/index,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContactTag/allTag,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContactTag/contactTagList,web/legacy/dashboard/src/api/roomClockIn.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContactTag/detail,web/legacy/dashboard/src/api/workContactTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContactTag/index,web/legacy/dashboard/src/api/workContactTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContactTagGroup/detail,web/legacy/dashboard/src/api/workContactTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workContactTagGroup/index,web/legacy/dashboard/src/api/workContactTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workDepartment/index,web/legacy/dashboard/src/api/channelCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workDepartment/memberIndex,web/legacy/dashboard/src/api/channelCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workDepartment/pageIndex,web/legacy/dashboard/src/api/department.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workDepartment/selectByPhone,web/legacy/dashboard/src/api/user.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workDepartment/showEmployee,web/legacy/dashboard/src/api/department.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workEmployee/index,web/legacy/dashboard/src/api/workEmployee.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workEmployee/searchCondition,web/legacy/dashboard/src/api/workEmployee.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workEmployeeDepartment/memberIndex,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workFission/chooseContact,web/legacy/dashboard/src/api/workFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workFission/index,web/legacy/dashboard/src/api/workFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workFission/info,web/legacy/dashboard/src/api/workFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workFission/inviteData,web/legacy/dashboard/src/api/workFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workFission/inviteDetail,web/legacy/dashboard/src/api/workFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workFission/show,web/legacy/dashboard/src/api/workFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workFission/statistics,web/legacy/dashboard/src/api/workFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workMessage/fromUsers,web/legacy/dashboard/src/api/workMessage.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workMessage/index,web/legacy/dashboard/src/api/autoTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workMessage/toUsers,web/legacy/dashboard/src/api/autoTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workMessageConfig/corpIndex,web/legacy/dashboard/src/api/workMessageConfig.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workMessageConfig/corpShow,web/legacy/dashboard/src/api/workMessageConfig.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workMessageConfig/stepCreate,web/legacy/dashboard/src/api/workMessage.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workRoom/index,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workRoom/roomIndex,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workRoom/statistics,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workRoom/statisticsIndex,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workRoomAutoPull/index,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workRoomAutoPull/show,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/workRoomGroup/index,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,lottery/showContact,web/legacy/dashboard/src/api/lottery.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,menu/iconIndex,web/legacy/dashboard/src/api/menu.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,menu/index,web/legacy/dashboard/src/api/menu.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,menu/select,web/legacy/dashboard/src/api/menu.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,menu/show,web/legacy/dashboard/src/api/menu.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,roomMessageBatchSend/remind,web/legacy/dashboard/src/api/roomMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,roomMessageBatchSend/roomOwnerSendIndex,web/legacy/dashboard/src/api/roomMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,roomMessageBatchSend/roomReceiveIndex,web/legacy/dashboard/src/api/roomMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,roomMessageBatchSend/show,web/legacy/dashboard/src/api/roomMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,workContactTag/contactTagList,web/legacy/dashboard/src/api/roomFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,workMessage/index,web/legacy/dashboard/src/api/roomQuality.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,workRoomAutoPull/index,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/agent/store,web/legacy/dashboard/src/api/chatTool.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/autoTag/store,web/legacy/dashboard/src/api/autoTag.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/channelCode/store,web/legacy/dashboard/src/api/channelCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/channelCodeGroup/store,web/legacy/dashboard/src/api/channelCode.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/common/upload,web/legacy/dashboard/src/api/mediumGroup.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactBatchAdd/allot,web/legacy/dashboard/src/api/contactBatchAdd.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactBatchAdd/importStore,web/legacy/dashboard/src/api/contactBatchAdd.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactBatchAdd/settingUpdate,web/legacy/dashboard/src/api/contactBatchAdd.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactField/store,web/legacy/dashboard/src/api/contactField.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactMessageBatchSend/remind,web/legacy/dashboard/src/api/contactMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactMessageBatchSend/store,web/legacy/dashboard/src/api/contactMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactSop/store,web/legacy/dashboard/src/api/contactSop.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactTransfer/index,web/legacy/dashboard/src/api/contactTransfer.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/contactTransfer/room,web/legacy/dashboard/src/api/contactTransfer.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/corp/bind,web/legacy/dashboard/src/api/login.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/corp/store,web/legacy/dashboard/src/api/corp.js,-,-,unknown,unknown,internal/server/server.go
dashboard,POST,/greeting/store,web/legacy/dashboard/src/api/greeting.js,-,-,unknown,unknown,internal/server/server.go
